EmployeeID,EmployeeName,Age,Gender,MaritalStatus,Education,EducationField,DepartmentID,JobRole,JobLevel,BusinessTravel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,Attrition,PerformanceRating,PerformanceLabel
3078,Aarav Trivedi,43,Female,Married,3,Life Sciences,1,Manufacturing Director,1,Travel_Frequently,37480,14,2.0,8.0,3.0,3,1,1.0,2.0,7.0,14,No,3,Medium
3079,Amit Trivedi,43,Male,Divorced,4,Life Sciences,1,Sales Representative,2,Travel_Rarely,39770,18,1.0,8.0,3.0,5,3,0.0,2.0,4.0,27,No,3,Medium
3080,Vivek Gupta,25,Male,Single,2,Human Resources,3,Manufacturing Director,1,Travel_Rarely,86330,19,1.0,5.0,2.0,5,3,1.0,3.0,1.0,7,No,3,Medium
3081,Divya Mehta,37,Male,Married,3,Medical,2,Laboratory Technician,3,Non-Travel,20080,22,0.0,15.0,4.5,13,7,7.5,7.0,3.0,1,No,4,High
3082,Dev Kumar,31,Male,Married,1,Medical,2,Laboratory Technician,3,Travel_Rarely,44400,13,1.0,4.0,2.0,4,2,3.0,2.0,1.0,24,No,3,Medium
3083,Divya Agarwal,39,Female,Divorced,4,Technical Degree,2,Sales Executive,1,Travel_Frequently,30670,20,1.0,21.0,4.5,18,10,1.0,6.0,1.0,26,No,4,High
3084,Karan Williams,56,Female,Married,4,Life Sciences,2,Sales Executive,3,Travel_Frequently,53210,14,0.0,28.5,1.0,7,4,7.0,7.0,8.5,20,No,3,Low
3085,James Williams,30,Female,Single,4,Medical,1,Manufacturing Director,2,Travel_Rarely,54100,17,1.0,6.0,2.0,5,3,4.0,4.0,0.0,5,No,3,Medium
3086,Riya Joshi,41,Female,Married,3,Technical Degree,2,Research Scientist,3,Travel_Rarely,27820,14,0.0,10.0,2.0,10,6,0.0,7.0,1.0,7,No,3,Low
3087,David Mehta,28,Male,Divorced,3,Medical,2,Healthcare Representative,3,Travel_Rarely,119570,13,0.0,10.0,2.0,10,6,1.0,8.0,1.0,7,No,3,Low
3088,Pooja Rao,25,Female,Married,2,Life Sciences,2,Laboratory Technician,3,Travel_Rarely,26600,13,0.0,6.0,3.0,2,1,0.0,2.0,5.0,5,Yes,3,Low
3089,Vikram Shah,52,Female,Married,2,Life Sciences,2,Sales Representative,2,Travel_Rarely,33750,21,0.0,28.0,2.0,5,3,0.0,4.0,2.0,26,No,4,High
3090,Zara Garcia,45,Female,Married,3,Medical,2,Sales Executive,1,Travel_Rarely,50980,14,1.0,8.0,4.0,2,1,0.0,2.0,3.0,2,No,3,Medium
3091,Meera Jones,52,Male,Married,3,Medical,2,Research Scientist,2,Travel_Rarely,48780,11,1.0,28.5,3.0,5,3,1.0,4.0,2.0,12,No,3,Medium
3092,Aryan Garcia,42,Female,Divorced,3,Marketing,1,Healthcare Representative,2,Travel_Frequently,28370,13,1.0,19.0,0.5,5,3,0.0,2.0,2.0,10,No,3,Low
3093,Aryan Jones,30,Male,Single,3,Marketing,1,Sales Executive,1,Travel_Rarely,24060,20,1.0,11.0,4.5,5,3,0.0,2.0,2.0,25,No,4,High
3094,Meera Wilson,60,Female,Married,3,Life Sciences,2,Manufacturing Director,1,Travel_Rarely,22690,18,1.0,28.5,4.0,18,10,7.5,10.0,5.0,10,No,3,Low
3095,Anjali Rao,46,Female,Divorced,4,Marketing,1,Sales Executive,1,Travel_Rarely,41080,14,0.0,19.0,4.5,10,6,0.0,8.0,2.0,19,No,3,Medium
3096,Sarah Verma,42,Male,Married,4,Technical Degree,2,Sales Executive,4,Travel_Frequently,132060,13,2.0,7.0,2.0,6,3,0.0,4.0,0.0,18,No,3,Medium
3097,Gaurav Kumar,24,Male,Single,2,Medical,2,Research Scientist,1,Travel_Rarely,104220,17,1.0,6.0,0.5,5,3,1.0,4.0,1.0,27,Yes,3,Low
3098,Karan Nair,34,Male,Divorced,3,Medical,2,Research Scientist,2,Travel_Frequently,137440,20,1.0,3.0,3.0,2,1,1.0,0.0,0.0,5,Yes,4,High
3099,Sara Gupta,38,Female,Married,3,Marketing,1,Sales Executive,2,Travel_Frequently,49070,11,1.0,1.0,3.0,1,0,0.0,0.0,1.0,3,No,3,Medium
3100,Arjun Patel,40,Female,Married,4,Marketing,1,Sales Executive,1,Travel_Rarely,34820,18,1.0,21.0,2.0,18,10,1.0,12.0,0.0,26,No,3,Medium
3101,Emma Miller,26,Female,Divorced,2,Medical,2,Healthcare Representative,4,Travel_Rarely,24360,24,0.0,3.0,2.0,3,1,0.0,2.0,1.0,3,No,4,High
3102,Dev Patel,30,Female,Married,3,Medical,2,Sales Executive,2,Non-Travel,23800,18,2.5,9.0,2.0,5,3,1.0,4.0,4.0,15,No,3,Medium
3103,Akash Miller,29,Female,Married,3,Medical,2,Manufacturing Director,3,Travel_Rarely,165835,11,0.0,10.0,3.0,10,6,0.0,7.0,1.0,8,No,3,Medium
3104,Tanvi Williams,29,Male,Married,4,Life Sciences,2,Research Scientist,3,Travel_Rarely,17900,16,1.0,6.0,4.0,2,1,1.0,1.0,5.0,19,Yes,3,Medium
3105,Ishaan Agarwal,19,Male,Single,3,Medical,2,Sales Executive,1,Travel_Rarely,76440,15,2.0,1.0,2.0,1,0,0.0,0.0,1.0,4,Yes,3,Medium
3106,Akash Agarwal,30,Female,Married,4,Life Sciences,2,Research Scientist,3,Non-Travel,51310,15,1.0,10.0,2.0,9,5,7.0,8.0,0.0,2,No,3,Medium
3107,Rohit Malhotra,57,Male,Divorced,2,Life Sciences,2,Research Scientist,4,Travel_Rarely,63060,12,1.0,28.5,3.0,1,0,0.0,0.0,3.0,2,No,3,Medium
3108,Tanvi Agarwal,50,Female,Married,4,Life Sciences,1,Manager,3,Travel_Rarely,47870,12,0.0,28.0,3.0,18,10,7.5,7.0,0.0,10,No,3,Medium
3109,Nikhil Patel,30,Male,Single,2,Life Sciences,1,Laboratory Technician,3,Non-Travel,165835,22,1.0,12.0,3.0,11,6,6.0,7.0,0.0,10,No,4,High
3110,Aditya Miller,60,Female,Married,3,Life Sciences,2,Laboratory Technician,4,Travel_Frequently,23390,20,0.0,22.0,4.0,18,10,7.5,11.0,4.0,16,No,4,High
3111,Ishaan Joshi,47,Male,Divorced,3,Technical Degree,2,Manufacturing Director,5,Travel_Rarely,135700,16,2.0,20.0,2.0,5,3,0.0,4.0,5.0,1,No,3,Medium
3112,Suresh Gupta,46,Male,Married,1,Technical Degree,1,Laboratory Technician,1,Travel_Rarely,67120,21,1.0,26.0,3.0,3,1,0.0,1.0,6.0,4,No,4,High
3113,Meera Smith,35,Female,Single,2,Medical,2,Laboratory Technician,2,Travel_Rarely,54060,12,1.0,6.0,2.0,5,3,4.0,3.0,0.0,15,No,3,Medium
3114,Sanjay Agarwal,54,Male,Single,4,Medical,2,Human Resources,2,Travel_Rarely,89380,11,2.5,19.0,2.0,1,0,0.0,0.0,7.0,2,No,3,Medium
3115,Aarav Rao,34,Male,Divorced,2,Life Sciences,1,Laboratory Technician,1,Travel_Rarely,24390,11,2.0,14.0,2.0,7,4,5.0,7.0,3.0,8,No,3,Medium
3116,Priya Trivedi,46,Male,Married,3,Life Sciences,2,Healthcare Representative,1,Travel_Rarely,88370,18,0.0,15.0,3.0,3,1,1.0,2.0,2.0,2,No,3,Medium
3117,Arjun Singh,31,Male,Divorced,3,Life Sciences,2,Research Director,2,Travel_Rarely,53430,14,1.0,13.0,3.0,13,7,0.0,8.0,1.0,7,No,3,Medium
3118,Vikram Agarwal,33,Female,Married,3,Life Sciences,2,Research Director,4,Travel_Rarely,67280,22,0.0,15.0,2.0,7,4,7.0,7.0,7.0,10,Yes,4,High
3119,Zara Gupta,33,Male,Divorced,4,Marketing,1,Research Director,2,Travel_Rarely,66520,25,0.0,8.0,4.5,4,2,1.0,3.0,7.0,5,Yes,4,High
3120,Olivia Gupta,30,Male,Single,3,Life Sciences,2,Sales Executive,1,Travel_Rarely,48500,12,1.0,4.0,4.0,3,1,1.0,2.0,0.0,2,No,3,Medium
3121,Shivam Patel,35,Female,Married,2,Medical,2,Sales Representative,2,Travel_Rarely,28090,23,1.0,10.0,2.0,8,4,0.0,0.0,4.0,12,No,4,High
3122,David Malhotra,31,Female,Married,2,Medical,2,Sales Executive,2,Travel_Frequently,56890,15,2.0,12.0,2.0,1,0,0.0,0.0,3.0,22,Yes,3,Low
3123,Zara Malhotra,34,Male,Divorced,1,Marketing,1,Research Director,1,Travel_Frequently,20010,22,1.0,11.0,4.5,3,1,0.0,2.0,8.5,17,Yes,4,High
3124,Zara Rao,42,Female,Married,4,Medical,2,Research Scientist,1,Travel_Frequently,29770,15,2.5,8.0,3.0,2,1,2.0,0.0,4.0,2,No,3,Medium
3125,Akash Patel,36,Male,Single,4,Medical,2,Research Scientist,1,Non-Travel,40250,11,0.0,10.0,3.0,10,6,7.5,7.0,1.0,3,No,3,Medium
3126,Suresh Patel,22,Female,Single,3,Medical,2,Laboratory Technician,2,Travel_Frequently,37850,13,2.0,4.0,2.0,2,1,1.0,2.0,5.0,7,Yes,3,Medium
3127,Gaurav Shah,48,Male,Married,3,Medical,2,Laboratory Technician,1,Travel_Rarely,108540,14,1.0,14.0,4.5,9,5,6.0,7.0,2.0,6,No,3,Medium
3128,Divya Singh,55,Female,Single,3,Medical,2,Sales Executive,1,Travel_Rarely,120310,11,0.0,28.5,4.5,10,6,7.0,7.0,3.0,1,No,3,Low
3129,Sara Smith,41,Female,Single,2,Life Sciences,2,Research Scientist,2,Non-Travel,99360,17,1.0,16.0,2.0,14,8,1.0,10.0,7.0,3,No,3,Medium
3130,Varun Miller,35,Female,Married,3,Medical,2,Sales Representative,1,Travel_Rarely,29660,18,0.0,15.0,2.0,11,6,6.0,9.0,8.5,22,No,3,Medium
3131,Anjali Pillai,40,Female,Single,3,Life Sciences,2,Laboratory Technician,2,Travel_Rarely,25710,14,0.0,22.0,1.0,18,10,5.0,13.0,7.0,15,No,3,Medium
3132,Divya Garcia,39,Male,Married,1,Medical,2,Research Scientist,1,Travel_Frequently,99910,16,1.0,8.0,3.0,8,4,0.0,7.0,1.0,12,No,3,Medium
3133,Riya Kumar,31,Male,Single,4,Life Sciences,2,Research Director,3,Travel_Rarely,61420,13,2.0,10.0,2.0,6,3,0.0,5.0,4.0,1,No,3,Medium
3134,Suresh Verma,42,Male,Married,3,Medical,2,Sales Executive,3,Travel_Rarely,53900,14,0.0,10.0,3.0,10,6,5.0,8.0,1.0,5,No,3,Medium
3135,Gaurav Johnson,45,Female,Married,1,Medical,2,Sales Executive,4,Travel_Rarely,44040,23,0.0,9.0,2.0,8,4,3.0,7.0,0.0,2,No,4,High
3136,Rahul Williams,26,Female,Divorced,1,Life Sciences,2,Laboratory Technician,2,Travel_Frequently,59930,12,0.0,8.0,3.0,7,4,1.0,0.0,0.0,2,Yes,3,Medium
3137,Rohit Jones,29,Male,Divorced,3,Medical,2,Research Scientist,1,Travel_Rarely,51300,11,0.0,8.0,3.0,3,1,1.0,2.0,4.0,5,No,3,Medium
3138,Rohit Verma,33,Female,Divorced,3,Medical,2,Laboratory Technician,1,Travel_Rarely,20900,16,0.0,10.0,2.0,6,3,0.0,5.0,4.0,16,No,3,Medium
3139,Amit Williams,31,Female,Divorced,4,Life Sciences,2,Sales Executive,1,Travel_Rarely,29090,14,2.0,10.0,2.0,5,3,0.0,1.0,8.5,2,No,3,Medium
3140,Aditya Nair,18,Male,Single,3,Technical Degree,2,Sales Executive,1,Travel_Frequently,34680,18,2.0,0.0,4.0,0,0,0.0,0.0,1.0,2,Yes,3,Medium
3141,Aarav Joshi,40,Female,Divorced,4,Technical Degree,2,Laboratory Technician,2,Non-Travel,30680,19,0.0,20.0,3.0,1,0,0.0,1.0,3.0,1,No,3,Low
3142,Sanjay Patel,41,Male,Single,3,Life Sciences,2,Manufacturing Director,2,Non-Travel,26700,15,2.0,10.0,2.0,8,4,0.0,7.0,2.0,23,No,3,Low
3143,Priya Wilson,26,Male,Divorced,4,Medical,2,Healthcare Representative,3,Travel_Rarely,26930,17,2.5,8.0,3.0,0,0,0.0,0.0,5.0,9,No,3,Low
3144,Amit Verma,35,Male,Single,4,Medical,2,Human Resources,2,Travel_Rarely,95260,15,0.0,5.0,2.0,5,3,0.0,3.0,1.0,16,No,3,Low
3145,Gaurav Brown,34,Male,Single,3,Medical,2,Laboratory Technician,1,Travel_Rarely,52370,19,1.0,10.0,3.0,10,6,5.0,7.0,1.0,26,No,3,Medium
3146,Neha Trivedi,26,Female,Single,3,Marketing,1,Manufacturing Director,2,Travel_Rarely,24260,22,0.0,1.0,3.0,1,0,0.0,0.0,1.0,1,Yes,4,High
3147,Aditya Johnson,37,Male,Single,1,Life Sciences,2,Sales Executive,1,Travel_Rarely,41930,16,1.0,12.0,4.5,6,3,1.0,2.0,4.0,8,No,3,Medium
3148,Akash Smith,46,Male,Married,1,Medical,2,Human Resources,5,Travel_Frequently,29110,13,0.0,28.0,3.0,2,1,1.0,2.0,5.0,4,No,3,Low
3149,Arjun Jones,41,Male,Married,1,Life Sciences,2,Research Director,1,Travel_Rarely,26610,14,1.0,22.0,2.0,18,10,7.5,8.0,7.0,24,No,3,Low
3150,Ishaan Patel,37,Male,Divorced,2,Medical,2,Sales Executive,1,Non-Travel,20280,16,1.0,9.0,3.0,9,5,7.0,7.0,1.0,7,No,3,Low
3151,Kavya Sharma,52,Male,Divorced,1,Medical,1,Laboratory Technician,1,Travel_Rarely,99800,11,1.0,18.0,2.0,10,6,6.0,9.0,3.0,2,No,3,Medium
3152,Aryan Thakur,32,Female,Married,2,Life Sciences,2,Research Director,2,Non-Travel,32980,22,0.0,6.0,4.0,4,2,1.0,2.0,8.0,7,Yes,4,High
3153,Ishaan Malhotra,24,Female,Married,3,Life Sciences,1,Healthcare Representative,1,Travel_Frequently,29350,14,2.0,3.0,4.5,2,1,2.0,1.0,0.0,22,No,3,Medium
3154,Zara Singh,38,Female,Married,3,Life Sciences,2,Research Scientist,1,Travel_Rarely,154270,16,1.0,18.0,2.0,1,0,0.0,0.0,3.0,5,No,3,Medium
3155,Neha Patel,37,Female,Married,4,Technical Degree,2,Research Scientist,5,Travel_Rarely,39440,11,2.0,8.0,3.0,6,3,4.0,3.0,6.0,1,No,3,Low
3156,Priya Malhotra,49,Male,Divorced,1,Life Sciences,1,Sales Executive,1,Travel_Rarely,40110,18,2.0,28.5,2.0,18,10,0.0,9.0,1.0,21,No,3,Medium
3157,Aditya Verma,24,Female,Married,3,Marketing,1,Sales Executive,1,Travel_Rarely,34070,15,2.0,6.0,2.0,6,3,1.0,4.0,1.0,1,No,3,Medium
3158,Emily Verma,26,Female,Married,4,Technical Degree,2,Sales Executive,4,Travel_Rarely,119940,14,1.0,6.0,4.5,5,3,1.0,4.0,1.0,19,No,3,Medium
3159,Vivek Garcia,24,Female,Married,3,Medical,1,Laboratory Technician,1,Travel_Rarely,12320,12,0.0,1.0,4.0,1,0,0.0,0.0,1.0,7,No,3,Medium
3160,Priya Joshi,50,Male,Married,2,Marketing,1,Sales Executive,1,Travel_Frequently,29600,14,2.5,28.5,2.0,18,10,7.5,7.0,1.0,2,No,3,Low
3161,Vivek Wilson,25,Male,Married,3,Life Sciences,2,Research Scientist,1,Travel_Rarely,165835,16,0.0,7.0,3.0,7,4,0.0,6.0,1.0,2,No,3,Medium
3162,Anjali Wilson,24,Male,Married,3,Medical,2,Research Scientist,2,Travel_Frequently,39190,21,0.0,6.0,3.0,6,3,1.0,2.0,1.0,2,Yes,4,High
3163,Emma Singh,30,Male,Married,3,Other,2,Healthcare Representative,2,Travel_Frequently,68250,14,0.0,1.0,2.0,1,0,0.0,0.0,1.0,9,Yes,3,Medium
3164,Akash Smith,34,Male,Married,2,Life Sciences,1,Research Director,4,Travel_Rarely,102480,12,1.0,6.0,4.0,6,3,1.0,3.0,1.0,6,No,3,Medium
3165,Amit Trivedi,31,Female,Divorced,1,Medical,2,Sales Representative,1,Travel_Rarely,165835,12,2.0,9.0,2.0,3,1,1.0,2.0,2.0,9,Yes,3,Low
3166,Akash Smith,35,Female,Single,3,Life Sciences,2,Sales Executive,5,Travel_Rarely,24960,17,2.5,9.0,3.0,3,1,0.0,2.0,4.0,2,No,3,Medium
3167,Dev Kumar,31,Female,Divorced,3,Marketing,1,Sales Executive,2,Travel_Rarely,64650,17,0.0,13.0,3.0,7,4,5.0,7.0,4.0,1,No,3,Medium
3168,Akash Patel,27,Male,Divorced,4,Medical,1,Sales Representative,1,Travel_Rarely,22060,14,1.0,6.0,4.0,5,3,0.0,3.0,0.0,22,No,3,Low
3169,Riya Verma,37,Female,Married,4,Marketing,1,Laboratory Technician,2,Travel_Rarely,20860,14,0.0,17.0,3.0,3,1,1.0,0.0,4.0,9,No,3,Medium
3170,Zara Trivedi,20,Female,Single,4,Medical,2,Sales Representative,1,Travel_Rarely,22930,13,2.0,1.0,3.0,1,0,0.0,0.0,1.0,17,No,3,Medium
3171,Ishaan Wilson,42,Female,Married,4,Life Sciences,2,Manufacturing Director,2,Travel_Rarely,26450,15,0.0,10.0,4.5,10,6,2.0,2.0,1.0,28,No,3,Medium
3172,Sneha Agarwal,43,Female,Divorced,5,Technical Degree,2,Sales Executive,2,Travel_Rarely,26830,11,0.0,21.0,3.0,1,0,0.0,0.0,4.0,10,No,3,Medium
3173,Aryan Smith,38,Male,Single,4,Medical,3,Human Resources,1,Travel_Rarely,20140,17,1.0,8.0,4.5,0,0,0.0,0.0,3.0,2,No,3,Medium
3174,Rohit Wilson,43,Female,Divorced,3,Medical,1,Healthcare Representative,2,Travel_Frequently,34190,11,1.0,10.0,4.5,8,4,4.0,7.0,3.0,4,No,3,Medium
3175,Priya Agarwal,48,Male,Married,1,Medical,2,Laboratory Technician,2,Travel_Rarely,53760,13,1.0,21.0,3.0,3,1,0.0,2.0,7.0,8,No,3,Medium
3176,Kavya Verma,44,Male,Single,4,Marketing,1,Sales Executive,2,Travel_Rarely,19510,22,2.5,10.0,4.0,2,1,0.0,2.0,4.0,29,No,4,High
3177,Anjali Jones,34,Female,Divorced,4,Life Sciences,2,Laboratory Technician,1,Travel_Rarely,23410,20,2.0,8.0,3.0,8,4,0.0,6.0,1.0,13,No,4,High
3178,Varun Nair,27,Male,Divorced,3,Life Sciences,1,Research Scientist,2,Travel_Rarely,22930,18,0.0,5.0,0.5,4,2,0.0,2.0,0.0,27,Yes,3,Medium
3179,Tanvi Sharma,21,Male,Single,2,Life Sciences,1,Sales Executive,3,Travel_Rarely,87260,11,1.0,3.0,2.0,3,1,1.0,2.0,1.0,16,No,3,Medium
3180,Aditya Reddy,44,Male,Married,2,Life Sciences,2,Laboratory Technician,1,Travel_Rarely,40110,14,1.0,26.0,2.0,2,1,0.0,1.0,4.0,2,No,3,Medium
3181,Sara Miller,22,Female,Married,2,Medical,2,Laboratory Technician,2,Travel_Rarely,165835,14,0.0,3.0,3.0,2,1,2.0,2.0,0.0,2,No,3,Low
3182,Vikram Gupta,33,Female,Divorced,4,Marketing,1,Manufacturing Director,2,Travel_Rarely,45680,18,1.0,6.0,2.0,5,3,1.0,2.0,0.0,13,No,3,Medium
3183,James Reddy,32,Female,Married,1,Life Sciences,2,Healthcare Representative,1,Travel_Rarely,30220,16,1.0,6.0,3.0,6,3,0.0,5.0,1.0,1,No,3,Medium
3184,James Patel,30,Male,Divorced,5,Technical Degree,2,Manager,3,Travel_Frequently,57720,17,0.0,1.0,3.0,1,0,0.0,0.0,1.0,4,No,3,Medium
3185,Aditya Verma,53,Female,Single,3,Other,2,Manager,3,Travel_Rarely,22690,11,1.0,18.0,2.0,14,8,7.5,10.0,7.0,24,No,3,Medium
3186,Olivia Kumar,34,Male,Married,5,Medical,2,Research Scientist,1,Travel_Rarely,53810,12,0.0,10.0,0.5,10,6,7.5,8.0,1.0,1,No,3,Medium
3187,Emma Johnson,45,Male,Married,4,Life Sciences,2,Research Director,3,Travel_Frequently,34410,13,1.0,5.0,4.5,1,0,0.0,0.0,2.0,19,Yes,3,Low
3188,Arjun Jones,26,Male,Married,2,Life Sciences,2,Manufacturing Director,1,Travel_Rarely,54540,13,1.0,3.0,4.5,3,1,0.0,2.0,1.0,7,No,3,Medium
3189,Arjun Singh,37,Male,Married,3,Medical,2,Manager,1,Travel_Rarely,98840,14,0.0,10.0,3.0,10,6,7.0,8.0,1.0,4,No,3,Medium
3190,Rohit Joshi,29,Female,Married,3,Life Sciences,2,Healthcare Representative,1,Travel_Rarely,41570,17,2.5,6.0,2.0,6,3,1.0,2.0,1.0,2,No,3,Medium
3191,Ishaan Patel,35,Female,Single,5,Medical,2,Laboratory Technician,4,Travel_Rarely,134580,11,0.0,17.0,3.0,17,10,7.5,8.0,1.0,10,No,3,Medium
3192,Sara Sharma,33,Male,Divorced,3,Technical Degree,2,Laboratory Technician,2,Travel_Frequently,90690,25,1.0,15.0,3.0,13,7,4.0,7.0,3.0,8,No,4,High
3193,Divya Shah,54,Female,Married,2,Life Sciences,2,Sales Executive,2,Travel_Rarely,40140,19,1.0,16.0,4.0,9,5,7.0,1.0,2.0,5,No,3,Medium
3194,Priya Smith,36,Male,Divorced,3,Life Sciences,2,Research Scientist,2,Travel_Rarely,59150,13,1.0,13.0,3.0,3,1,0.0,2.0,2.0,8,No,3,Low
3195,Dev Agarwal,27,Male,Single,3,Marketing,1,Research Director,5,Travel_Rarely,59930,14,1.0,5.0,3.0,4,2,1.0,1.0,0.0,9,No,3,Low
3196,Vikram Nair,20,Male,Single,3,Life Sciences,2,Sales Representative,5,Travel_Rarely,61620,12,2.5,1.0,2.0,1,0,1.0,1.0,1.0,1,Yes,3,Medium
3197,Gaurav Shah,33,Female,Single,4,Medical,2,Laboratory Technician,1,Travel_Frequently,24060,11,0.0,10.0,3.0,10,6,7.5,7.0,1.0,15,Yes,3,Low
3198,Rohit Kumar,35,Male,Married,1,Medical,2,Research Scientist,1,Non-Travel,165835,19,1.0,1.0,2.0,1,0,0.0,0.0,1.0,2,No,3,Medium
3199,Rohit Singh,23,Male,Married,3,Life Sciences,2,Healthcare Representative,1,Travel_Rarely,76370,11,1.0,5.0,3.0,3,1,0.0,2.0,2.0,2,No,3,Low
3200,Rohit Miller,25,Male,Married,3,Medical,2,Manufacturing Director,2,Travel_Rarely,100960,11,1.0,4.0,3.0,3,1,1.0,2.0,0.0,11,No,3,Medium
3201,Riya Williams,38,Male,Single,3,Life Sciences,2,Research Scientist,5,Travel_Rarely,147560,20,1.0,8.0,3.0,7,4,0.0,5.0,0.0,16,No,4,High
3202,Karan Miller,29,Male,Divorced,4,Life Sciences,1,Healthcare Representative,4,Travel_Frequently,64990,18,2.5,10.0,3.0,10,6,2.0,8.0,1.0,2,No,3,Medium
3203,Zara Garcia,48,Male,Married,3,Technical Degree,2,Sales Executive,1,Travel_Rarely,97240,13,0.0,12.0,2.0,2,1,2.0,2.0,3.0,16,No,3,Medium
3204,Varun Agarwal,27,Male,Divorced,3,Technical Degree,1,Laboratory Technician,5,Travel_Frequently,21940,12,0.0,6.0,4.5,6,3,0.0,4.0,1.0,4,No,3,Medium
3205,Raj Miller,37,Male,Single,3,Life Sciences,2,Manager,3,Travel_Rarely,33880,11,0.0,4.0,2.0,1,0,0.0,0.0,3.0,16,No,3,Medium
3206,Emily Pillai,50,Male,Married,3,Medical,1,Laboratory Technician,1,Travel_Rarely,54730,19,1.0,20.0,2.0,18,10,3.0,8.0,1.0,5,No,3,Medium
3207,Amit Sharma,34,Male,Single,1,Medical,2,Healthcare Representative,1,Travel_Rarely,27030,21,1.0,9.0,2.0,8,4,7.0,7.0,1.0,18,No,4,High
3208,Divya Verma,24,Female,Single,2,Life Sciences,2,Healthcare Representative,1,Travel_Rarely,25010,12,0.0,4.0,3.0,2,1,2.0,0.0,8.5,17,Yes,3,Low
3209,Dev Kumar,39,Female,Single,5,Medical,2,Sales Representative,1,Travel_Rarely,62200,14,2.0,20.0,2.0,18,10,7.5,10.0,1.0,12,No,3,Medium
3210,Olivia Kumar,32,Male,Single,3,Life Sciences,2,Research Scientist,5,Travel_Rarely,30380,11,0.0,10.0,4.5,10,6,0.0,8.0,1.0,2,No,3,Medium
3211,Sara Malhotra,50,Male,Married,2,Medical,2,Sales Representative,4,Travel_Frequently,44240,14,1.0,18.0,2.0,4,2,1.0,3.0,3.0,4,Yes,3,Medium
3212,Aryan Smith,38,Male,Single,4,Life Sciences,2,Sales Executive,1,Travel_Rarely,43120,12,1.0,10.0,2.0,9,5,1.0,8.0,0.0,9,No,3,Medium
3213,John Williams,27,Male,Married,3,Medical,2,Research Scientist,5,Travel_Rarely,132450,23,1.0,9.0,3.0,9,5,0.0,7.0,1.0,10,No,4,High
3214,John Thakur,32,Male,Single,3,Medical,1,Sales Executive,2,Travel_Rarely,136640,14,0.0,10.0,4.5,7,4,7.0,7.0,3.0,1,No,3,Medium
3215,Sneha Singh,47,Female,Single,3,Medical,2,Sales Executive,5,Travel_Rarely,50210,17,0.0,20.0,3.0,7,4,1.0,7.0,2.0,2,No,3,Medium
3216,Emily Johnson,40,Female,Married,4,Medical,2,Human Resources,3,Travel_Frequently,51260,18,0.0,20.0,2.0,18,10,1.0,12.0,5.0,3,No,3,Medium
3217,Divya Malhotra,53,Male,Married,1,Life Sciences,2,Laboratory Technician,2,Travel_Rarely,28590,18,1.0,28.5,2.0,5,3,1.0,3.0,3.0,7,No,3,Medium
3218,Sara Sharma,41,Male,Divorced,3,Medical,1,Sales Executive,1,Travel_Rarely,102390,24,2.5,23.0,3.0,18,10,7.5,6.0,3.0,6,No,4,High
3219,James Joshi,60,Female,Single,2,Life Sciences,2,Laboratory Technician,5,Travel_Rarely,53290,20,0.0,10.0,3.0,2,1,2.0,2.0,8.0,8,No,4,High
3220,Amit Malhotra,27,Male,Divorced,1,Life Sciences,2,Manufacturing Director,2,Travel_Frequently,43250,14,0.0,9.0,2.0,9,5,1.0,7.0,1.0,29,No,3,Low
3221,James Gupta,41,Male,Married,3,Medical,2,Manufacturing Director,1,Travel_Rarely,72600,16,0.0,22.0,2.0,18,10,2.0,10.0,1.0,3,No,3,Medium
3222,Riya Brown,50,Male,Married,3,Life Sciences,1,Research Scientist,2,Travel_Rarely,23220,25,1.0,4.0,0.5,2,1,2.0,2.0,7.0,9,No,4,High
3223,Aditya Johnson,28,Male,Single,4,Life Sciences,1,Research Scientist,3,Travel_Rarely,20750,18,2.5,10.0,0.5,7,4,3.0,7.0,7.0,2,Yes,3,Low
3224,Ishaan Smith,36,Female,Married,4,Technical Degree,2,Research Scientist,2,Non-Travel,41520,19,1.0,10.0,3.0,8,4,0.0,5.0,8.5,10,No,3,Low
3225,Deepika Singh,38,Female,Single,3,Medical,2,Manager,3,Travel_Rarely,96190,13,1.0,10.0,2.0,1,0,0.0,0.0,4.0,1,No,3,Medium
3226,Vivek Brown,44,Male,Single,2,Life Sciences,2,Research Scientist,1,Non-Travel,135030,12,0.0,9.0,4.5,5,3,1.0,4.0,2.0,8,No,3,Low
3227,Olivia Agarwal,47,Male,Divorced,3,Life Sciences,2,Research Scientist,1,Travel_Frequently,54410,22,1.0,28.0,4.5,18,10,7.5,13.0,8.5,27,No,4,High
3228,Priya Patel,30,Male,Divorced,3,Life Sciences,2,Sales Executive,2,Travel_Rarely,52090,14,1.0,10.0,3.0,8,4,7.0,7.0,7.0,8,No,3,Medium
3229,Ishaan Agarwal,29,Female,Single,2,Medical,2,Sales Executive,1,Travel_Rarely,106730,13,2.5,1.0,2.0,1,0,0.0,0.0,1.0,1,No,3,Medium
